"OSVersion","Article","Published","Title","Warn"
"2008","KB5034173","2024-01-09","January 9, 2024-KB5034173 (Monthly Rollup)","Yes"
"2016RS1","KB5000803","2021-03-09","March 9, 2021-KB5000803 (OS Build 14393.4283)"
"2016RS1","KB4601318","2021-02-09","February 9, 2021-KB4601318 (OS Build 14393.4225)"
"2016RS1","KB4598243","2021-01-12","January 12, 2021-KB4598243 (OS Build 14393.4169)"
"2016RS1","KB4593226","2020-12-08","December 8, 2020-KB4593226 (OS Build 14393.4104)"
"2016RS1","KB4594441","2020-11-19","November 19, 2020-KB4594441 (OS Build 14393.4048) Out-of-band"
"2016RS1","KB4586830","2020-11-10","November 10, 2020-KB4586830 (OS Build 14393.4046)"
"2016RS1","KB4580346","2020-10-13","October 13, 2020-KB4580346 (OS Build 14393.3986)"
"2016RS1","KB4577015","2020-09-08","September 8, 2020-KB4577015 (OS Build 14393.3930)"
"2016RS1","KB4571694","2020-08-11","August 11, 2020-KB4571694 (OS Build 14393.3866)"
"2016RS1","KB4565511","2020-07-14","July 14, 2020-KB4565511 (OS Build 14393.3808)"
"2016RS1","KB4567517","2020-06-18","June 18, 2020-KB4567517 (OS Build 14393.3755)"
"2016RS1","KB4561616","2020-06-09","June 9, 2020-KB4561616 (OS Build 14393.3750)"
"2016RS1","KB4556813","2020-05-12","May 12, 2020-KB4556813 (OS Build 14393.3686)"
"2016RS1","KB4550947","2020-04-21","April 21, 2020-KB4550947 (OS Build 14393.3659)"
"2016RS1","KB4550929","2020-04-14","April 14, 2020-KB4550929 (OS Build 14393.3630)"
"2016RS1","KB4541329","2020-03-17","March 17, 2020-KB4541329 (OS Build 14393.3595)"
"2016RS1","KB4540670","2020-03-10","March 10, 2020-KB4540670 (OS Build 14393.3564)"
"2016RS1","KB4537806","2020-02-25","February 25, 2020-KB4537806 (OS Build 14393.3542)"
"2016RS1","KB4537764","2020-02-11","February 11, 2020-KB4537764 (OS Build 14393.3504)"
"2016RS1","KB4534307","2020-01-23","January 23, 2020-KB4534307 (OS Build 14393.3474)"
"2016RS1","KB4534271","2020-01-14","January 14, 2020-KB4534271 (OS Build 14393.3443)"
"2016RS1","KB4530689","2019-12-10","December 10, 2019-KB4530689 (OS Build 14393.3384)"
"2016RS1","KB4525236","2019-11-12","November 12, 2019-KB4525236 (OS Build 14393.3326)"
"2016RS1","KB4519979","2019-10-15","October 15, 2019-KB4519979 (OS Build 14393.3300)"
"2016RS1","KB4519998","2019-10-08","October 8, 2019-KB4519998 (OS Build 14393.3274)"
"2016RS1","KB4524152","2019-10-03","October 3, 2019-KB4524152 (OS Build 14393.3243)"
"2016RS1","KB4516061","2019-09-24","September 24, 2019-KB4516061 (OS Build 14393.3242)"
"2016RS1","KB4522010","2019-09-23","September 23, 2019-KB4522010 (OS Build 14393.3206)"
"2016RS1","KB4516044","2019-09-10","September 10, 2019-KB4516044 (OS Build 14393.3204)"
"2016RS1","KB4512495","2019-08-17","August 17, 2019-KB4512495 (OS Build 14393.3181)"
"2016RS1","KB4512517","2019-08-13","August 13, 2019-KB4512517 (OS Build 14393.3144)"
"2016RS1","KB4507459","2019-07-16","July 16, 2019-KB4507459 (OS Build 14393.3115)"
"2016RS1","KB4507460","2019-07-09","July 9, 2019-KB4507460 (OS Build 14393.3085)"
"2016RS1","KB4509475","2019-06-27","June 27, 2019-KB4509475 (OS Build 14393.3056)"
"2016RS1","KB4503294","2019-06-18","June 18, 2019-KB4503294 (OS Build 14393.3053)"
"2016RS1","KB4503267","2019-06-11","June 11, 2019-KB4503267 (OS Build 14393.3025)"
"2016RS1","KB4499177","2019-05-23","May 23, 2019-KB4499177 (OS Build 14393.2999)"
"2016RS1","KB4505052","2019-05-19","May 19, 2019-KB4505052 (OS Build 14393.2972)"
"2016RS1","KB4494440","2019-05-14","May 14, 2019-KB4494440 (OS Build 14393.2969)"
"2016RS1","KB4493473","2019-04-25","April 25, 2019-KB4493473 (OS Build 14393.2941)"
"2016RS1","KB4493470","2019-04-09","April 9, 2019-KB4493470 (OS Build 14393.2906)"
"2016RS1","KB4489889","2019-03-19","March 19, 2019-KB4489889 (OS Build 14393.2879)"
"2016RS1","KB4489882","2019-03-12","March 12, 2019-KB4489882 (OS Build 14393.2848)"
"2016RS1","KB4487006","2019-02-19","February 19, 2019-KB4487006 (OS Build 14393.2828)"
"2016RS1","KB4487026","2019-02-12","February 12, 2019-KB4487026 (OS Build 14393.2791)"
"2016RS1","KB4480977","2019-01-17","January 17, 2019-KB4480977 (OS Build 14393.2759)"
"2016RS1","KB4480961","2019-01-08","January 8, 2019-KB4480961 (OS Build 14393.2724)"
"2016RS1","KB4483229","2018-12-19","December 19, 2018-KB4483229 (OS Build 14393.2670)"
"2016RS1","KB4471321","2018-12-11","December 11, 2018-KB4471321 (OS Build 14393.2665)"
"2016RS1","KB4478877","2018-12-03","December 3, 2018-KB4478877 (OS Build 14393.2641)"
"2016RS1","KB4467684","2018-11-27","November 27, 2018-KB4467684 (OS Build 14393.2639)"
"2016RS1","KB4467691","2018-11-13","November 13, 2018-KB4467691 (OS Build 14393.2608)"
"2016RS1","KB4462928","2018-10-18","October 18, 2018-KB4462928 (OS Build 14393.2580)"
"2016RS1","KB4462917","2018-10-09","October 9, 2018-KB4462917 (OS Build 14393.2551)"
"2016RS1","KB4457127","2018-09-20","September 20, 2018-KB4457127 (OS Build 14393.2515)"
"2016RS1","KB4457131","2018-09-11","September 11, 2018-KB4457131 (OS Build 14393.2485)"
"2016RS1","KB4343884","2018-08-30","August 30, 2018-KB4343884 (OS Build 14393.2457)"
"2016RS1","KB4343887","2018-08-14","August 14, 2018-KB4343887 (OS Build 14393.2430)"
"2016RS1","KB4346877","2018-07-30","July 30, 2018 - KB4346877 (OS Build 14393.2396)"
"2016RS1","KB4338822","2018-07-24","July 24, 2018-KB4338822 (OS Build 14393.2395)"
"2016RS1","KB4345418","2018-07-16","July 16, 2018-KB4345418 (OS Build 14393.2368)"
"2016RS1","KB4338814","2018-07-10","July 10, 2018-KB4338814 (OS Build 14393.2363)"
"2016RS1","KB4284833","2018-06-21","June 21, 2018-KB4284833 (OS Build 14393.2339)"
"2016RS1","KB4284880","2018-06-12","June 12, 2018-KB4284880 (OS Build 14393.2312)"
"2016RS1","KB4103720","2018-05-17","May 17, 2018-KB4103720 (OS Build 14393.2273)"
"2016RS1","KB4103723","2018-05-08","May 8, 2018-KB4103723 (OS Build 14393.2248)"
"2016RS1","KB4093120","2018-04-17","April 17, 2018-KB4093120 (OS Build 14393.2214)"
"2016RS1","KB4093119","2018-04-10","April 10, 2018-KB4093119 (OS Build 14393.2189)"
"2016RS1","KB4096309","2018-03-29","March 29, 2018-KB4096309 (OS Build 14393.2156)"
"2016RS1","KB4088889","2018-03-22","March 22, 2018-KB4088889 (OS Build 14393.2155)"
"2016RS1","KB4088787","2018-03-13","March 13, 2018-KB4088787 (OS Build 14393.2125 and 14393.2126)"
"2016RS1","KB4077525","2018-02-22","February 22, 2018-KB4077525 (OS Build 14393.2097)"
"2016RS1","KB4074590","2018-02-13","February 13, 2018-KB4074590 (OS Build 14393.2068)"
"2016RS1","KB4057142","2018-01-17","January 17, 2018-KB4057142 (OS Build 14393.2034)"
"2016RS1","KB4056890","2018-01-03","January 3, 2018-KB4056890 (OS Build 14393.2007)"
"2016RS1","KB4053579","2017-12-12","December 12, 2017-KB4053579 (OS Build 14393.1944)"
"2016RS1","KB4051033","2017-11-27","November 27, 2017-KB4051033 (OS Build 14393.1914)"
"2016RS1","KB4048953","2017-11-14","November 14, 2017-KB4048953 (OS Build 14393.1884)"
"2016RS1","KB4052231","2017-11-02","November 2, 2017-KB4052231 (OS Build 14393.1797)"
"2016RS1","KB4041688","2017-10-17","October 17, 2017-KB4041688 (OS Build 14393.1794)"
"2016RS1","KB4041691","2017-10-10","October 10, 2017-KB4041691 (OS Build 14393.1770)"
"2016RS1","KB4038801","2017-09-28","September 28, 2017-KB4038801 (OS Build 14393.1737)"
"2016RS1","KB4038782","2017-09-12","September 12, 2017-KB4038782 (OS Build 14393.1715)"
"2016RS1","KB4039396","2017-08-28","August 28, 2017-KB4039396 (OS Build 14393.1670)"
"2016RS1","KB4034661","2017-08-16","August 16, 2017-KB4034661 (OS Build 14393.1613)"
"2016RS1","KB4034658","2017-08-08","August 8, 2017-KB4034658 (OS Build 14393.1593)"
"2016RS1","KB4038220","2017-08-07","August 7, 2017-KB4038220 (OS Build 14393.1537)"
"2016RS1","KB4025334","2017-07-18","July 18, 2017-KB4025334  (OS Build 14393.1532)"
"2016RS1","KB4025339","2017-07-11","July 11, 2017-KB4025339 (OS Build 14393.1480)"
"2016RS1","KB4022723","2017-06-27","June 27, 2017-KB4022723 (OS Build 14393.1378)"
"2016RS1","KB4022715","2017-06-13","June 13, 2017-KB4022715 (OS Build 14393.1358)"
"2016RS1","KB4023680","2017-05-26","May 26, 2017-KB4023680 (OS Build 14393.1230)"
"2016RS1","KB4019472","2017-05-09","May 9, 2017-KB4019472 (OS Build 14393.1198)"
"2016RS1","KB4015217","2017-04-11","April 11, 2017-KB4015217 (OS Build 14393.1066 and 14393.1083)"
"2016RS1","KB4016635","2017-03-22","March 22, 2017-KB4016635 (OS Build 14393.970)"
"2016RS1","KB4015438","2017-03-20","March 20, 2017-KB4015438 (OS Build 14393.969)"
"2016RS1","KB4013429","2017-03-14","March 14, 2017-KB4013429 (OS Build 14393.953)"
"2016RS1","KB4010672","2017-01-30","January 30, 2017-KB4010672 (OS Build 14393.729)"
"2016RS1","KB4011347","2017-01-26","January 26, 2017-KB 3216755 (OS Build 14393.726)"
"2016RS1","KB4009938","2017-01-10","January 10, 2017-KB3213986 (OS Build 14393.693)"
"2016RS1","KB4004227","2016-12-13","December 13, 2016 - KB3206632 (OS Build 14393.571)"
"2016RS1","KB4004253","2016-12-09","December 9, 2016 - KB3201845 (OS Build 14393.479)"
"2016RS1","KB4001886","2016-11-09","November 9, 2016 - KB3200970 (OS Build 14393.448)"
"2016RS1","KB4001885","2016-11-08","November 8, 2016 - KB3200970 (OS Build 14393.447)"
"2016RS1","KB4001753","2016-10-27","October 27, 2016 - KB3197954 (OS Build 14393.351)"
"2016RS1","KB4001754","2016-10-11","October 11, 2016 - KB3194798 (OS Build 14393.321)"
"2016RS1","KB4001755","2016-09-29","September 29, 2016 - KB3194496 (OS Builds 14393.222)"
"2016RS1","KB4001756","2016-09-20","September 20, 2016 - KB3193494 (OS Builds 14393.187 and 14393.189)"
"2016RS1","KB4001757","2016-09-13","September 13, 2016 - KB3189866 (OS Builds 14393.187 and 14393.189)"
"2016RS1","KB4001758","2016-08-31","August 31, 2016 - KB3176938 (OS Build 14393.105)"
"2016RS1","KB4001759","2016-08-23","August 23, 2016 - KB3176934 (OS Build 14393.82)"
"2016RS1","KB4001760","2016-08-09","August 9, 2016 - KB3176495 (OS Build 14393.51)"
"2016RS1","KB4001761","2016-08-02","August 2, 2016 - KB3176929 (OS Build 14393.10)"

"2016RS5","KB5034768","2024-02-13","February 13, 2024-KB5034768 (OS Build 17763.5458)","Yes"
"2016RS5","KB5034127","2024-01-09","January 9, 2024-KB5034127 (OS Build 17763.5329)"
"2016RS5","KB5033371","2023-12-12","December 12, 2023-KB5033371 (OS Build 17763.5206)"
"2016RS5","KB5032196","2023-11-14","November 14, 2023-KB5032196 (OS Build 17763.5122)"
"2016RS5","KB5031361","2023-10-10","October 10, 2023-KB5031361 (OS Build 17763.4974)"
"2016RS5","KB5030214","2023-09-12","September 12, 2023-KB5030214 (OS Build 17763.4851)"
"2016RS5","KB5029247","2023-08-08","August 8, 2023-KB5029247 (OS Build 17763.4737)"
"2016RS5","KB5028168","2023-07-11","July 11, 2023-KB5028168 (OS Build 17763.4645)"
"2016RS5","KB5027222","2023-06-13","June 13, 2023-KB5027222 (OS Build 17763.4499)"
"2016RS5","KB5026362","2023-05-09","May 9, 2023-KB5026362 (OS Build 17763.4377)"
"2016RS5","KB5025229","2023-04-11","April 11, 2023-KB5025229 (OS Build 17763.4252)"
"2016RS5","KB5023702","2023-03-14","March 14, 2023-KB5023702 (OS Build 17763.4131)"
"2016RS5","KB5022840","2023-02-14","February 14, 2023-KB5022840 (OS Build 17763.4010)"
"2016RS5","KB5022286","2023-01-10","January 10, 2023-KB5022286 (OS Build 17763.3887)"
"2016RS5","KB5022554","2022-12-20","December 20, 2022-KB5022554 (OS Build 17763.3772) Out-of-band"
"2016RS5","KB5021237","2022-12-13","December 13, 2022-KB5021237 (OS Build 17763.3770)"
"2016RS5","KB5021655","2022-11-17","November 17, 2022-KB5021655 (OS Build 17763.3653) Out-of-band"
"2016RS5","KB5019966","2022-11-08","November 8, 2022-KB5019966 (OS Build 17763.3650)"
"2016RS5","KB5020438","2022-10-17","October 17, 2022-KB5020438 (OS Build 17763.3534) Out-of-band"
"2016RS5","KB5018419","2022-10-11","October 11, 2022-KB5018419 (OS Build 17763.3532)"
"2016RS5","KB5017379","2022-09-20","September 20, 2022-KB5017379 (OS Build 17763.3469) Preview"
"2016RS5","KB5017315","2022-09-13","September 13, 2022-KB5017315 (OS Build 17763.3406)"
"2016RS5","KB5016690","2022-08-23","August 23, 2022-KB5016690 (OS Build 17763.3346) Preview"
"2016RS5","KB5016623","2022-08-09","August 9, 2022-KB5016623 (OS Build 17763.3287)"
"2016RS5","KB5015880","2022-07-21","July 21, 2022-KB5015880 (OS Build 17763.3232) Preview"
"2016RS5","KB5015811","2022-07-12","July 12, 2022-KB5015811 (OS Build 17763.3165)"
"2016RS5","KB5014669","2022-06-23","June 23, 2022-KB5014669 (OS Build 17763.3113) Preview"
"2016RS5","KB5014692","2022-06-14","June 14, 2022-KB5014692 (OS Build 17763.3046)"
"2016RS5","KB5014022","2022-05-24","May 24, 2022-KB5014022 (OS Build 17763.2989) Preview"
"2016RS5","KB5015018","2022-05-19","May 19, 2022-KB5015018 (OS Build 17763.2931) Out-of-band"
"2016RS5","KB5013941","2022-05-10","May 10, 2022-KB5013941 (OS Build 17763.2928)"
"2016RS5","KB5012636","2022-04-21","April 21, 2022-KB5012636 (OS Build 17763.2867) Preview"
"2016RS5","KB5012647","2022-04-12","April 12, 2022-KB5012647 (OS Build 17763.2803)"
"2016RS5","KB5011551","2022-03-22","March 22, 2022-KB5011551 (OS Build 17763.2746) Preview"
"2016RS5","KB5011503","2022-03-08","March 8, 2022-KB5011503 (OS Build 17763.2686)"
"2016RS5","KB5010427","2022-02-15","February 15, 2022-KB5010427 (OS Build 17763.2628) Preview"
"2016RS5","KB5010351","2022-02-08","February 8, 2022-KB5010351 (OS Build 17763.2565)"
"2016RS5","KB5009616","2022-01-25","January 25, 2022-KB5009616 (OS Build 17763.2510) Preview"
"2016RS5","KB5010791","2022-01-18","January 18, 2022-KB5010791 (OS Build 17763.2458) Out-of-band"
"2016RS5","KB5009557","2022-01-11","January 11, 2022-KB5009557 (OS Build 17763.2452)"
"2016RS5","KB5010196","2022-01-04","January 4, 2022-KB5010196 (OS Build 17763.2369) Out-of-band"
"2016RS5","KB5008218","2021-12-14","December 14, 2021-KB5008218 (OS Build 17763.2366)"
"2016RS5","KB5007266","2021-11-22","November 22, 2021-KB5007266 (OS Build 17763.2330) Preview"
"2016RS5","KB5008602","2021-11-14","November 14, 2021-KB5008602 (OS Build 17763.2305) Out-of-band"
"2016RS5","KB5007206","2021-11-09","November 9, 2021-KB5007206 (OS Build 17763.2300)"
"2016RS5","KB5006744","2021-10-19","October 19, 2021-KB5006744 (OS Build 17763.2268) Preview"
"2016RS5","KB5006672","2021-10-12","October 12, 2021-KB5006672 (OS Build 17763.2237) "
"2016RS5","KB5005625","2021-09-21","September 21, 2021-KB5005625 (OS Build 17763.2210) Preview"
"2016RS5","KB5005568","2021-09-14","September 14, 2021-KB5005568 (OS Build 17763.2183)"
"2016RS5","KB5005102","2021-08-26","August 26, 2021-KB5005102 (OS Build 17763.2145) Preview"
"2016RS5","KB5005030","2021-08-10","August 10, 2021-KB5005030 (OS Build 17763.2114)"
"2016RS5","KB5005394","2021-07-27","July 27, 2021-KB5005394 (OS Build 17763.2091) Out-of-band"
"2016RS5","KB5004308","2021-07-20","July 20, 2021-KB5004308 (OS Build 17763.2090) Preview"
"2016RS5","KB5004244","2021-07-13","July 13, 2021-KB5004244 (OS Build 17763.2061)"
"2016RS5","KB5004947","2021-07-06","July 6, 2021-KB5004947 (OS Build 17763.2029) Out-of-band"
"2016RS5","KB5003703","2021-06-15","June 15, 2021-KB5003703 (OS Build 17763.2028) Preview"
"2016RS5","KB5003646","2021-06-08","June 8, 2021-KB5003646 (OS Build 17763.1999)"
"2016RS5","KB5003217","2021-05-20","May 20, 2021-KB5003217 (OS Build 17763.1971) Preview"
"2016RS5","KB5003171","2021-05-11","May 11, 2021-KB5003171 (OS Build 17763.1935)"
"2016RS5","KB5001384","2021-04-22","April 22, 2021-KB5001384 (OS Build 17763.1911) Preview"
"2016RS5","KB5001342","2021-04-13","April 13, 2021-KB5001342 (OS Build 17763.1879)"
"2016RS5","KB5000854","2021-03-25","March 25, 2021-KB5000854 (OS Build 17763.1852) Preview"
"2016RS5","KB5001638","2021-03-18","March 18, 2021-KB5001638 (OS Build 17763.1823) Out-of-band"
"2016RS5","KB5001568","2021-03-15","March 15, 2021-KB5001568 (OS Build 17763.1821) Out-of-band"
"2016RS5","KB5000822","2021-03-09","March 9, 2021-KB5000822 (OS Build 17763.1817)"
"2016RS5","KB4601383","2021-02-16","February 16, 2021-KB4601383 (OS Build 17763.1790) Preview"
"2016RS5","KB4601345","2021-02-09","February 9, 2021-KB4601345 (OS Build 17763.1757)"
"2016RS5","KB4598296","2021-01-21","January 21, 2021-KB4598296 (OS Build 17763.1728) Preview"
"2016RS5","KB4598230","2021-01-12","January 12, 2021-KB4598230 (OS Build 17763.1697)"
"2016RS5","KB4592440","2020-12-08","December 8, 2020-KB4592440 (OS Build 17763.1637)"
"2016RS5","KB4586839","2020-11-19","November 19, 2020-KB4586839 (OS Build 17763.1613) Preview"
"2016RS5","KB4594442","2020-11-17","November 17, 2020-KB4594442 (OS Build 17763.1579) Out-of-band"
"2016RS5","KB4586793","2020-11-10","November 10, 2020-KB4586793 (OS Build 17763.1577)"
"2016RS5","KB4580390","2020-10-20","October 20, 2020-KB4580390 (OS Build 17763.1554) Preview"
"2016RS5","KB4577668","2020-10-13","October 13, 2020-KB4577668 (OS Build 17763.1518)"
"2016RS5","KB4577069","2020-09-16","September 16, 2020-KB4577069 (OS Build 17763.1490) Preview"
"2016RS5","KB4570333","2020-09-08","September 8, 2020-KB4570333 (OS Build 17763.1457)"
"2016RS5","KB4571748","2020-08-20","August 20, 2020-KB4571748 (OS Build 17763.1432) Preview"
"2016RS5","KB4565349","2020-08-11","August 11, 2020-KB4565349 (OS Build 17763.1397)"
"2016RS5","KB4559003","2020-07-21","July 21, 2020-KB4559003 (OS Build 17763.1369)"
"2016RS5","KB4558998","2020-07-14","July 14, 2020-KB4558998 (OS Build 17763.1339)"
"2016RS5","KB4567513","2020-06-16","June 16, 2020-KB4567513 (OS Build 17763.1294)"
"2016RS5","KB4561608","2020-06-09","June 9, 2020-KB4561608 (OS Build 17763.1282)"
"2016RS5","KB4551853","2020-05-12","May 12, 2020-KB4551853 (OS Build 17763.1217)"
"2016RS5","KB4550969","2020-04-21","April 21, 2020-KB4550969 (OS Build 17763.1192)"
"2016RS5","KB4549949","2020-04-14","April 14, 2020-KB4549949 (OS Build 17763.1158)"
"2016RS5","KB4554354","2020-03-30","March 30, 2020-KB4554354 (OS Build 17763.1132)"
"2016RS5","KB4541331","2020-03-17","March 17, 2020-KB4541331 (OS Build 17763.1131)"
"2016RS5","KB4538461","2020-03-10","March 10, 2020-KB4538461 (OS Build 17763.1098)"
"2016RS5","KB4537818","2020-02-25","February 25, 2020-KB4537818 (OS Build 17763.1075)"
"2016RS5","KB4532691","2020-02-11","February 11, 2020-KB4532691 (OS Build 17763.1039)"
"2016RS5","KB4534321","2020-01-23","January 23, 2020-KB4534321 (OS Build 17763.1012)"
"2016RS5","KB4534273","2020-01-14","January 14, 2020-KB4534273 (OS Build 17763.973)"
"2016RS5","KB4530715","2019-12-10","December 10, 2019-KB4530715 (OS Build 17763.914)"
"2016RS5","KB4523205","2019-11-12","November 12, 2019-KB4523205 (OS Build 17763.864)"
"2016RS5","KB4520062","2019-10-15","October 15, 2019-KB4520062 (OS Build 17763.832)"
"2016RS5","KB4519338","2019-10-08","October 8, 2019-KB4519338 (OS Build 17763.805)"
"2016RS5","KB4524148","2019-10-03","October 3, 2019-KB4524148 (OS Build 17763.775)"
"2016RS5","KB4516077","2019-09-24","September 24, 2019-KB4516077 (OS Build 17763.774)"
"2016RS5","KB4522015","2019-09-23","September 23, 2019-KB4522015 (OS Build 17763.740)"
"2016RS5","KB4512578","2019-09-10","September 10, 2019-KB4512578 (OS Build 17763.737)"
"2016RS5","KB4512534","2019-08-17","August 17, 2019-KB4512534 (OS Build 17763.720)"
"2016RS5","KB4511553","2019-08-13","August 13, 2019-KB4511553 (OS Build 17763.678)"
"2016RS5","KB4505658","2019-07-22","July 22, 2019-KB4505658 (OS Build 17763.652)"
"2016RS5","KB4507469","2019-07-09","July 9, 2019-KB4507469 (OS Build 17763.615)"
"2016RS5","KB4509479","2019-06-26","June 26, 2019-KB4509479 (OS Build 17763.593)"
"2016RS5","KB4501371","2019-06-18","June 18, 2019-KB4501371 (OS Build 17763.592)"
"2016RS5","KB4503327","2019-06-11","June 11, 2019-KB4503327 (OS Build 17763.557)"
"2016RS5","KB4497934","2019-05-21","May 21, 2019-KB4497934 (OS Build OS 17763.529)"
"2016RS5","KB4505056","2019-05-19","May 19, 2019-KB4505056 (OS Build 17763.504)"
"2016RS5","KB4494441","2019-05-14","May 14, 2019-KB4494441 (OS Build 17763.503)"
"2016RS5","KB4495667","2019-05-03","May 3, 2019-KB4495667 (OS Build 17763.475)"
"2016RS5","KB4501835","2019-05-01","May 1, 2019-KB4501835 (OS Build 17763.439)"
"2016RS5","KB4493509","2019-04-09","April 9, 2019-KB4493509 (OS Build 17763.437)"
"2016RS5","KB4490481","2019-03-26","March 26, 2019-KB4490481 (OS Build 17763.402)"
"2016RS5","KB4489899","2019-03-12","March 12, 2019-KB4489899 (OS Build 17763.379)"
"2016RS5","KB4482887","2019-03-01","March 1, 2019-KB4482887 (OS Build 17763.348)"
"2016RS5","KB4487044","2019-02-12","February 12, 2019-KB4487044 (OS Build 17763.316)"
"2016RS5","KB4476976","2019-01-22","January 22, 2019-KB4476976 (OS Build 17763.292)"
"2016RS5","KB4480116","2019-01-08","January 8, 2019-KB4480116 (OS Build 17763.253)"
"2016RS5","KB4483235","2018-12-19","December 19, 2018-KB4483235 (OS Build 17763.195)"
"2016RS5","KB4471332","2018-12-11","December 11, 2018-KB4471332 (OS Build 17763.194)"
"2016RS5","KB4469342","2018-12-05","December 5, 2018-KB4469342 (OS Build 17763.168)"
"2016RS5","KB4464455","2018-11-13","November 13, 2018-KB4464455 (OS Build 17763.107)"
"2016RS5","KB4467708","2018-11-13","November 13, 2018-KB4467708 (OS Build 17763.134)"
"2016RS5","KB4464330","2018-10-09","October 9, 2018-KB4464330 (OS Build 17763.55)"

"201621H2","KB5034763","2024-02-13","February 13, 2024-KB5034763 (OS Builds 19044.4046 and 19045.4046)","Yes"
"201621H2","KB5034122","2024-01-09","January 9, 2024-KB5034122 (OS Builds 19044.3930 and 19045.3930)"
"201621H2","KB5033372","2023-12-12","December 12, 2023-KB5033372 (OS Builds 19044.3803 and 19045.3803)"
"201621H2","KB5032189","2023-11-14","November 14, 2023-KB5032189 (OS Builds 19044.3693 and 19045.3693)"
"201621H2","KB5031356","2023-10-10","October 10, 2023-KB5031356 (OS Builds 19044.3570 and 19045.3570)"
"201621H2","KB5030211","2023-09-12","September 12, 2023-KB5030211 (OS Builds 19044.3448 and 19045.3448)"
"201621H2","KB5029244","2023-08-08","August 8, 2023-KB5029244 (OS Builds 19044.3324 and 19045.3324)"
"201621H2","KB5028166","2023-07-11","July 11, 2023-KB5028166 (OS Builds 19044.3208 and 19045.3208)"
"201621H2","KB5027215","2023-06-13","June 13, 2023-KB5027215 (OS Builds 19044.3086 and 19045.3086)"
"201621H2","KB5026361","2023-05-09","May 9, 2023-KB5026361 (OS Builds 19042.2965, 19044.2965, and 19045.2965)"
"201621H2","KB5025221","2023-04-11","April 11, 2023-KB5025221 (OS Builds 19042.2846, 19044.2846, and 19045.2846)"
"201621H2","KB5023696","2023-03-14","March 14, 2023-KB5023696 (OS Builds 19042.2728, 19044.2728, and 19045.2728)"
"201621H2","KB5022906","2023-02-21","February 21, 2023-KB5022906 (OS Builds 19042.2673, 19044.2673, and 19045.2673) Preview"
"201621H2","KB5022834","2023-02-14","February 14, 2023-KB5022834 (OS Builds 19042.2604, 19044.2604, and 19045.2604)"
"201621H2","KB5019275","2023-01-19","January 19, 2023-KB5019275 (OS Builds 19042.2546, 19044.2546, and 19045.2546) Preview"
"201621H2","KB5022282","2023-01-10","January 10, 2023-KB5022282 (OS Builds 19042.2486, 19044.2486, and 19045.2486)"
"201621H2","KB5021233","2022-12-13","December 13, 2022-KB5021233 (OS Builds 19042.2364, 19043.2364, 19044.2364, and 19045.2364)"
"201621H2","KB5020030","2022-11-15","November 15, 2022-KB5020030 (OS Builds 19042.2311, 19043.2311, 19044.2311, and 19045.2311) Preview"
"201621H2","KB5019959","2022-11-08","November 8, 2022-KB5019959 (OS Builds 19042.2251, 19043.2251, 19044.2251, and 19045.2251)"
"201621H2","KB5020953","2022-10-28","October 28, 2022-KB5020953 (OS Builds 19042.2194, 19043.2194, 19044.2194, and 19045.2194) Out-of-band"
"201621H2","KB5018482","2022-10-25","October 25, 2022-KB5018482 (OS Builds 19042.2193, 19043.2193, and 19044.2193) Preview"
"201621H2","KB5020435","2022-10-17","October 17, 2022-KB5020435 (OS Builds 19042.2132, 19043.2132, and 19044.2132) Out-of-band"
"201621H2","KB5018410","2022-10-11","October 11, 2022-KB5018410 (OS Builds 19042.2130, 19043.2130, and 19044.2130)"
"201621H2","KB5017380","2022-09-20","September 20, 2022-KB5017380 (OS Builds 19042.2075, 19043.2075, and 19044.2075) Preview"
"201621H2","KB5017308","2022-09-13","September 13, 2022-KB5017308 (OS Builds 19042.2006, 19043.2006, and 19044.2006)"
"201621H2","KB5016688","2022-08-26","August 26, 2022-KB5016688 (OS Builds 19042.1949, 19043.1949, and 19044.1949) Preview"
"201621H2","KB5016616","2022-08-09","August 9, 2022-KB5016616 (OS Builds 19042.1889, 19043.1889, and 19044.1889)"
"201621H2","KB5015878","2022-07-26","July 26, 2022-KB5015878 (OS Builds 19042.1865, 19043.1865, and 19044.1865) Preview"
"201621H2","KB5015807","2022-07-12","July 12, 2022-KB5015807 (OS Builds 19042.1826, 19043.1826, and 19044.1826)"
"201621H2","KB5014666","2022-06-28","June 28, 2022-KB5014666 (OS Builds 19042.1806, 19043.1806, and 19044.1806) Preview"
"201621H2","KB5016139","2022-06-20","June 20, 2022-KB5016139 (OS Builds 19042.1767, 19043.1767, and 19044.1767) Out-of-band"
"201621H2","KB5014699","2022-06-14","June 14, 2022-KB5014699 (OS Builds 19042.1766, 19043.1766, and 19044.1766)"
"201621H2","KB5014023","2022-06-02","June 2, 2022-KB5014023 (OS Builds 19042.1741, 19043.1741, and 19044.1741) Preview"
"201621H2","KB5015020","2022-05-19","May 19, 2022-KB5015020 (OS Builds 19042.1708, 19043.1708, and 19044.1708) Out-of-band"
"201621H2","KB5013942","2022-05-10","May 10, 2022-KB5013942 (OS Builds 19042.1706, 19043.1706, and 19044.1706)"
"201621H2","KB5011831","2022-04-25","April 25, 2022-KB5011831 (OS Builds 19042.1682, 19043.1682, and 19044.1682) Preview"
